panel,contract_id,critical,chapter,equation_label,methodological_claim,input_variables,implementation_file,implementation_function,production_caller,output_file,output_columns,acceptance_test,maximum_observed_residual,tolerance,tolerance_basis,status,failure_reason,normalised_residual,plot_residual,experiment,audit_id,policy,path_id,training_seed,maximum_difference,detail,algorithm,problem_size,calls,convergence_rate,failure_rate,runtime_p50_seconds,runtime_p90_seconds,runtime_p95_seconds,runtime_max_seconds,peak_memory_mb,hardware,evidence_status,interpretation
B_anchor_reproduction,,,,,,,,,,,,,,1e-06,,PASS,,,,5.2.2,raw_replications_to_path_seed_aggregation,Model-guided constrained SAC,test_051_5747c87e6d9a,,9.094947017729282e-13,Three learning seeds are averaged within physical path before comparison with the accepted path-level file.,,,,,,,,,,,,,
B_anchor_reproduction,,,,,,,,,,,,,,1e-06,,PASS,,,,5.2.2,raw_replications_to_path_seed_aggregation,Model-guided constrained SAC,test_052_9760565f31de,,1.4551915228366852e-11,Three learning seeds are averaged within physical path before comparison with the accepted path-level file.,,,,,,,,,,,,,
B_anchor_reproduction,,,,,,,,,,,,,,1e-06,,PASS,,,,5.2.2,raw_replications_to_path_seed_aggregation,Model-guided constrained SAC,test_053_4473e6f72168,,9.094947017729282e-13,Three learning seeds are averaged within physical path before comparison with the accepted path-level file.,,,,,,,,,,,,,
B_anchor_reproduction,,,,,,,,,,,,,,1e-06,,PASS,,,,5.2.2,raw_replications_to_path_seed_aggregation,Model-guided constrained SAC,test_054_c66f0b1dacc4,,4.547473508864641e-13,Three learning seeds are averaged within physical path before comparison with the accepted path-level file.,,,,,,,,,,,,,
B_anchor_reproduction,,,,,,,,,,,,,,1e-06,,PASS,,,,5.2.2,raw_replications_to_path_seed_aggregation,Model-guided constrained SAC,test_055_f90330578051,,2.2737367544323206e-13,Three learning seeds are averaged within physical path before comparison with the accepted path-level file.,,,,,,,,,,,,,
B_anchor_reproduction,,,,,,,,,,,,,,1e-06,,PASS,,,,5.2.2,raw_replications_to_path_seed_aggregation,Model-guided constrained SAC,test_056_b2c64046cef9,,1.4551915228366852e-11,Three learning seeds are averaged within physical path before comparison with the accepted path-level file.,,,,,,,,,,,,,
B_anchor_reproduction,,,,,,,,,,,,,,1e-06,,PASS,,,,5.2.2,raw_replications_to_path_seed_aggregation,Model-guided constrained SAC,test_057_bf11b8e004e2,,1.4551915228366852e-11,Three learning seeds are averaged within physical path before comparison with the accepted path-level file.,,,,,,,,,,,,,
B_anchor_reproduction,,,,,,,,,,,,,,1e-06,,PASS,,,,5.2.2,raw_replications_to_path_seed_aggregation,Model-guided constrained SAC,test_058_fbcfbffca03e,,1.4551915228366852e-11,Three learning seeds are averaged within physical path before comparison with the accepted path-level file.,,,,,,,,,,,,,
B_anchor_reproduction,,,,,,,,,,,,,,1e-06,,PASS,,,,5.2.2,raw_replications_to_path_seed_aggregation,Model-guided constrained SAC,test_059_d22925a9593f,,1.4551915228366852e-11,Three learning seeds are averaged within physical path before comparison with the accepted path-level file.,,,,,,,,,,,,,
B_anchor_reproduction,,,,,,,,,,,,,,1e-06,,PASS,,,,5.2.2,raw_replications_to_path_seed_aggregation,Model-guided constrained SAC,test_060_b3feb9e274c2,,1.4551915228366852e-11,Three learning seeds are averaged within physical path before comparison with the accepted path-level file.,,,,,,,,,,,,,
B_anchor_reproduction,,,,,,,,,,,,,,1e-06,,PASS,,,,5.2.2,raw_replications_to_path_seed_aggregation,Model-guided constrained SAC,test_061_627abde70c26,,1.4551915228366852e-11,Three learning seeds are averaged within physical path before comparison with the accepted path-level file.,,,,,,,,,,,,,
B_anchor_reproduction,,,,,,,,,,,,,,1e-06,,PASS,,,,5.2.2,raw_replications_to_path_seed_aggregation,Model-guided constrained SAC,test_062_0c9ea14e9507,,1.8189894035458565e-12,Three learning seeds are averaged within physical path before comparison with the accepted path-level file.,,,,,,,,,,,,,
B_anchor_reproduction,,,,,,,,,,,,,,1e-06,,PASS,,,,5.2.2,raw_replications_to_path_seed_aggregation,Model-guided constrained SAC,test_063_44f0f2a191ef,,6.667843360785852e-17,Three learning seeds are averaged within physical path before comparison with the accepted path-level file.,,,,,,,,,,,,,
B_anchor_reproduction,,,,,,,,,,,,,,1e-06,,PASS,,,,5.2.2,raw_replications_to_path_seed_aggregation,Model-guided constrained SAC,test_064_27d69866b791,,1.8189894035458565e-12,Three learning seeds are averaged within physical path before comparison with the accepted path-level file.,,,,,,,,,,,,,
B_anchor_reproduction,,,,,,,,,,,,,,1e-06,,PASS,,,,5.2.2,raw_replications_to_path_seed_aggregation,Model-guided constrained SAC,test_065_930038cc16e9,,1.4551915228366852e-11,Three learning seeds are averaged within physical path before comparison with the accepted path-level file.,,,,,,,,,,,,,
B_anchor_reproduction,,,,,,,,,,,,,,1e-06,,PASS,,,,5.2.2,raw_replications_to_path_seed_aggregation,Model-guided constrained SAC,test_066_28fb87ba4913,,1.4551915228366852e-11,Three learning seeds are averaged within physical path before comparison with the accepted path-level file.,,,,,,,,,,,,,
B_anchor_reproduction,,,,,,,,,,,,,,1e-06,,PASS,,,,5.2.2,raw_replications_to_path_seed_aggregation,Model-guided constrained SAC,test_067_4d46fa716471,,1.4551915228366852e-11,Three learning seeds are averaged within physical path before comparison with the accepted path-level file.,,,,,,,,,,,,,
B_anchor_reproduction,,,,,,,,,,,,,,1e-06,,PASS,,,,5.2.2,raw_replications_to_path_seed_aggregation,Model-guided constrained SAC,test_068_93da1d4ae1ba,,1.4551915228366852e-11,Three learning seeds are averaged within physical path before comparison with the accepted path-level file.,,,,,,,,,,,,,
B_anchor_reproduction,,,,,,,,,,,,,,1e-06,,PASS,,,,5.2.2,raw_replications_to_path_seed_aggregation,Model-guided constrained SAC,test_069_5b01ea54b2fa,,1.4551915228366852e-11,Three learning seeds are averaged within physical path before comparison with the accepted path-level file.,,,,,,,,,,,,,
B_anchor_reproduction,,,,,,,,,,,,,,1e-06,,PASS,,,,5.2.2,raw_replications_to_path_seed_aggregation,Model-guided constrained SAC,test_070_0cd9bcac96c3,,1.4551915228366852e-11,Three learning seeds are averaged within physical path before comparison with the accepted path-level file.,,,,,,,,,,,,,
B_anchor_reproduction,,,,,,,,,,,,,,1e-06,,PASS,,,,5.2.2,raw_replications_to_path_seed_aggregation,Model-guided constrained SAC,test_071_34f77888383f,,1.4551915228366852e-11,Three learning seeds are averaged within physical path before comparison with the accepted path-level file.,,,,,,,,,,,,,
B_anchor_reproduction,,,,,,,,,,,,,,1e-06,,PASS,,,,5.2.2,raw_replications_to_path_seed_aggregation,Model-guided constrained SAC,test_072_8e59fac0e6c8,,1.4551915228366852e-11,Three learning seeds are averaged within physical path before comparison with the accepted path-level file.,,,,,,,,,,,,,
B_anchor_reproduction,,,,,,,,,,,,,,1e-06,,PASS,,,,5.2.2,raw_replications_to_path_seed_aggregation,Model-guided constrained SAC,test_073_69349232969b,,4.547473508864641e-13,Three learning seeds are averaged within physical path before comparison with the accepted path-level file.,,,,,,,,,,,,,
B_anchor_reproduction,,,,,,,,,,,,,,1e-06,,PASS,,,,5.2.2,raw_replications_to_path_seed_aggregation,Model-guided constrained SAC,test_074_212affc962e2,,1.4551915228366852e-11,Three learning seeds are averaged within physical path before comparison with the accepted path-level file.,,,,,,,,,,,,,
B_anchor_reproduction,,,,,,,,,,,,,,1e-06,,PASS,,,,5.2.2,raw_replications_to_path_seed_aggregation,Model-guided constrained SAC,test_075_8de4e41c7ad9,,1.4551915228366852e-11,Three learning seeds are averaged within physical path before comparison with the accepted path-level file.,,,,,,,,,,,,,
B_anchor_reproduction,,,,,,,,,,,,,,1e-06,,PASS,,,,5.2.2,raw_replications_to_path_seed_aggregation,Model-guided constrained SAC,test_076_48339f21c8ec,,1.4551915228366852e-11,Three learning seeds are averaged within physical path before comparison with the accepted path-level file.,,,,,,,,,,,,,
B_anchor_reproduction,,,,,,,,,,,,,,1e-06,,PASS,,,,5.2.2,raw_replications_to_path_seed_aggregation,Model-guided constrained SAC,test_077_b1f2e84dc844,,1.4551915228366852e-11,Three learning seeds are averaged within physical path before comparison with the accepted path-level file.,,,,,,,,,,,,,
B_anchor_reproduction,,,,,,,,,,,,,,1e-06,,PASS,,,,5.2.2,raw_replications_to_path_seed_aggregation,Model-guided constrained SAC,test_078_367d379a9297,,1.4551915228366852e-11,Three learning seeds are averaged within physical path before comparison with the accepted path-level file.,,,,,,,,,,,,,
B_anchor_reproduction,,,,,,,,,,,,,,1e-06,,PASS,,,,5.2.2,raw_replications_to_path_seed_aggregation,Model-guided constrained SAC,test_079_bce06ca59758,,1.4551915228366852e-11,Three learning seeds are averaged within physical path before comparison with the accepted path-level file.,,,,,,,,,,,,,
B_anchor_reproduction,,,,,,,,,,,,,,1e-06,,PASS,,,,5.2.2,raw_replications_to_path_seed_aggregation,Model-guided constrained SAC,test_080_e669407a98d7,,1.4551915228366852e-11,Three learning seeds are averaged within physical path before comparison with the accepted path-level file.,,,,,,,,,,,,,
B_anchor_reproduction,,,,,,,,,,,,,,1e-06,,PASS,,,,5.2.2,raw_replications_to_path_seed_aggregation,Model-guided constrained SAC,test_081_fbbd80304765,,1.4551915228366852e-11,Three learning seeds are averaged within physical path before comparison with the accepted path-level file.,,,,,,,,,,,,,
B_anchor_reproduction,,,,,,,,,,,,,,1e-06,,PASS,,,,5.2.2,raw_replications_to_path_seed_aggregation,Model-guided constrained SAC,test_082_2cf496ac3a99,,2.2737367544323206e-13,Three learning seeds are averaged within physical path before comparison with the accepted path-level file.,,,,,,,,,,,,,
B_anchor_reproduction,,,,,,,,,,,,,,1e-06,,PASS,,,,5.2.2,raw_replications_to_path_seed_aggregation,Model-guided constrained SAC,test_083_4cbdde5f376f,,3.2959746043559335e-17,Three learning seeds are averaged within physical path before comparison with the accepted path-level file.,,,,,,,,,,,,,
B_anchor_reproduction,,,,,,,,,,,,,,1e-06,,PASS,,,,5.2.2,raw_replications_to_path_seed_aggregation,Model-guided constrained SAC,test_084_513eb18f351c,,1.4551915228366852e-11,Three learning seeds are averaged within physical path before comparison with the accepted path-level file.,,,,,,,,,,,,,
B_anchor_reproduction,,,,,,,,,,,,,,1e-06,,PASS,,,,5.2.2,raw_replications_to_path_seed_aggregation,Model-guided constrained SAC,test_085_650c50514b66,,4.547473508864641e-13,Three learning seeds are averaged within physical path before comparison with the accepted path-level file.,,,,,,,,,,,,,
B_anchor_reproduction,,,,,,,,,,,,,,1e-06,,PASS,,,,5.2.2,raw_replications_to_path_seed_aggregation,Model-guided constrained SAC,test_086_754dc8e1ab0e,,1.4551915228366852e-11,Three learning seeds are averaged within physical path before comparison with the accepted path-level file.,,,,,,,,,,,,,
B_anchor_reproduction,,,,,,,,,,,,,,1e-06,,PASS,,,,5.2.2,raw_replications_to_path_seed_aggregation,Model-guided constrained SAC,test_087_cbc79ee243dd,,1.4551915228366852e-11,Three learning seeds are averaged within physical path before comparison with the accepted path-level file.,,,,,,,,,,,,,
B_anchor_reproduction,,,,,,,,,,,,,,1e-06,,PASS,,,,5.2.2,raw_replications_to_path_seed_aggregation,PPO,test_000_4ae657b9eeec,,5.684341886080802e-14,Three learning seeds are averaged within physical path before comparison with the accepted path-level file.,,,,,,,,,,,,,
B_anchor_reproduction,,,,,,,,,,,,,,1e-06,,PASS,,,,5.2.2,raw_replications_to_path_seed_aggregation,PPO,test_001_dde9993de777,,3.637978807091713e-12,Three learning seeds are averaged within physical path before comparison with the accepted path-level file.,,,,,,,,,,,,,
B_anchor_reproduction,,,,,,,,,,,,,,1e-06,,PASS,,,,5.2.2,raw_replications_to_path_seed_aggregation,PPO,test_002_f01217ab0e79,,1.8189894035458565e-12,Three learning seeds are averaged within physical path before comparison with the accepted path-level file.,,,,,,,,,,,,,
B_anchor_reproduction,,,,,,,,,,,,,,1e-06,,PASS,,,,5.2.2,raw_replications_to_path_seed_aggregation,PPO,test_003_eb3106001035,,2.2737367544323206e-13,Three learning seeds are averaged within physical path before comparison with the accepted path-level file.,,,,,,,,,,,,,
B_anchor_reproduction,,,,,,,,,,,,,,1e-06,,PASS,,,,5.2.2,raw_replications_to_path_seed_aggregation,PPO,test_004_55a330aff5c4,,1.8189894035458565e-12,Three learning seeds are averaged within physical path before comparison with the accepted path-level file.,,,,,,,,,,,,,
B_anchor_reproduction,,,,,,,,,,,,,,1e-06,,PASS,,,,5.2.2,raw_replications_to_path_seed_aggregation,PPO,test_005_981c73a17708,,9.094947017729282e-13,Three learning seeds are averaged within physical path before comparison with the accepted path-level file.,,,,,,,,,,,,,
B_anchor_reproduction,,,,,,,,,,,,,,1e-06,,PASS,,,,5.2.2,raw_replications_to_path_seed_aggregation,PPO,test_006_daba4b1e9814,,1.8189894035458565e-12,Three learning seeds are averaged within physical path before comparison with the accepted path-level file.,,,,,,,,,,,,,
B_anchor_reproduction,,,,,,,,,,,,,,1e-06,,PASS,,,,5.2.2,raw_replications_to_path_seed_aggregation,PPO,test_007_925513ee8ec6,,5.820766091346741e-11,Three learning seeds are averaged within physical path before comparison with the accepted path-level file.,,,,,,,,,,,,,
B_anchor_reproduction,,,,,,,,,,,,,,1e-06,,PASS,,,,5.2.2,raw_replications_to_path_seed_aggregation,PPO,test_008_fabe46a0ea00,,2.2737367544323206e-13,Three learning seeds are averaged within physical path before comparison with the accepted path-level file.,,,,,,,,,,,,,
B_anchor_reproduction,,,,,,,,,,,,,,1e-06,,PASS,,,,5.2.2,raw_replications_to_path_seed_aggregation,PPO,test_009_c8ef87e47101,,2.9103830456733704e-11,Three learning seeds are averaged within physical path before comparison with the accepted path-level file.,,,,,,,,,,,,,
B_anchor_reproduction,,,,,,,,,,,,,,1e-06,,PASS,,,,5.2.2,raw_replications_to_path_seed_aggregation,PPO,test_010_613ab99db82c,,6.722053469410127e-17,Three learning seeds are averaged within physical path before comparison with the accepted path-level file.,,,,,,,,,,,,,
B_anchor_reproduction,,,,,,,,,,,,,,1e-06,,PASS,,,,5.2.2,raw_replications_to_path_seed_aggregation,PPO,test_011_8a2e74b38d5d,,2.9103830456733704e-11,Three learning seeds are averaged within physical path before comparison with the accepted path-level file.,,,,,,,,,,,,,
B_anchor_reproduction,,,,,,,,,,,,,,1e-06,,PASS,,,,5.2.2,raw_replications_to_path_seed_aggregation,PPO,test_012_b6bdc05b20a7,,4.547473508864641e-13,Three learning seeds are averaged within physical path before comparison with the accepted path-level file.,,,,,,,,,,,,,
B_anchor_reproduction,,,,,,,,,,,,,,1e-06,,PASS,,,,5.2.2,raw_replications_to_path_seed_aggregation,PPO,test_013_040653995d85,,3.637978807091713e-12,Three learning seeds are averaged within physical path before comparison with the accepted path-level file.,,,,,,,,,,,,,
B_anchor_reproduction,,,,,,,,,,,,,,1e-06,,PASS,,,,5.2.2,raw_replications_to_path_seed_aggregation,PPO,test_014_f00647451070,,1.8189894035458565e-12,Three learning seeds are averaged within physical path before comparison with the accepted path-level file.,,,,,,,,,,,,,
B_anchor_reproduction,,,,,,,,,,,,,,1e-06,,PASS,,,,5.2.2,raw_replications_to_path_seed_aggregation,PPO,test_015_643a837775f9,,1.8189894035458565e-12,Three learning seeds are averaged within physical path before comparison with the accepted path-level file.,,,,,,,,,,,,,
B_anchor_reproduction,,,,,,,,,,,,,,1e-06,,PASS,,,,5.2.2,raw_replications_to_path_seed_aggregation,PPO,test_016_45a90ccef8bd,,2.9103830456733704e-11,Three learning seeds are averaged within physical path before comparison with the accepted path-level file.,,,,,,,,,,,,,
B_anchor_reproduction,,,,,,,,,,,,,,1e-06,,PASS,,,,5.2.2,raw_replications_to_path_seed_aggregation,PPO,test_017_ebd333a3cdba,,1.8189894035458565e-12,Three learning seeds are averaged within physical path before comparison with the accepted path-level file.,,,,,,,,,,,,,
B_anchor_reproduction,,,,,,,,,,,,,,1e-06,,PASS,,,,5.2.2,raw_replications_to_path_seed_aggregation,PPO,test_018_9466cee538c9,,3.637978807091713e-12,Three learning seeds are averaged within physical path before comparison with the accepted path-level file.,,,,,,,,,,,,,
B_anchor_reproduction,,,,,,,,,,,,,,1e-06,,PASS,,,,5.2.2,raw_replications_to_path_seed_aggregation,PPO,test_019_9d2b7462a57a,,2.2737367544323206e-13,Three learning seeds are averaged within physical path before comparison with the accepted path-level file.,,,,,,,,,,,,,
B_anchor_reproduction,,,,,,,,,,,,,,1e-06,,PASS,,,,5.2.2,raw_replications_to_path_seed_aggregation,PPO,test_020_701c8d28bc45,,2.9103830456733704e-11,Three learning seeds are averaged within physical path before comparison with the accepted path-level file.,,,,,,,,,,,,,
B_anchor_reproduction,,,,,,,,,,,,,,1e-06,,PASS,,,,5.2.2,raw_replications_to_path_seed_aggregation,PPO,test_021_69299bc5d0bf,,9.094947017729282e-13,Three learning seeds are averaged within physical path before comparison with the accepted path-level file.,,,,,,,,,,,,,
B_anchor_reproduction,,,,,,,,,,,,,,1e-06,,PASS,,,,5.2.2,raw_replications_to_path_seed_aggregation,PPO,test_022_1b3e72c80b5f,,1.8189894035458565e-12,Three learning seeds are averaged within physical path before comparison with the accepted path-level file.,,,,,,,,,,,,,
B_anchor_reproduction,,,,,,,,,,,,,,1e-06,,PASS,,,,5.2.2,raw_replications_to_path_seed_aggregation,PPO,test_023_90a8af416c5a,,2.9103830456733704e-11,Three learning seeds are averaged within physical path before comparison with the accepted path-level file.,,,,,,,,,,,,,
B_anchor_reproduction,,,,,,,,,,,,,,1e-06,,PASS,,,,5.2.2,raw_replications_to_path_seed_aggregation,PPO,test_024_e90f261f99e2,,2.9103830456733704e-11,Three learning seeds are averaged within physical path before comparison with the accepted path-level file.,,,,,,,,,,,,,
B_anchor_reproduction,,,,,,,,,,,,,,1e-06,,PASS,,,,5.2.2,raw_replications_to_path_seed_aggregation,PPO,test_025_0c3eeaae0824,,1.8189894035458565e-12,Three learning seeds are averaged within physical path before comparison with the accepted path-level file.,,,,,,,,,,,,,
B_anchor_reproduction,,,,,,,,,,,,,,1e-06,,PASS,,,,5.2.2,raw_replications_to_path_seed_aggregation,PPO,test_026_770d47ae1768,,7.105427357601002e-15,Three learning seeds are averaged within physical path before comparison with the accepted path-level file.,,,,,,,,,,,,,
B_anchor_reproduction,,,,,,,,,,,,,,1e-06,,PASS,,,,5.2.2,raw_replications_to_path_seed_aggregation,PPO,test_027_df5d670513fa,,9.094947017729282e-13,Three learning seeds are averaged within physical path before comparison with the accepted path-level file.,,,,,,,,,,,,,
B_anchor_reproduction,,,,,,,,,,,,,,1e-06,,PASS,,,,5.2.2,raw_replications_to_path_seed_aggregation,PPO,test_028_e9fb02365dd3,,2.9103830456733704e-11,Three learning seeds are averaged within physical path before comparison with the accepted path-level file.,,,,,,,,,,,,,
B_anchor_reproduction,,,,,,,,,,,,,,1e-06,,PASS,,,,5.2.2,raw_replications_to_path_seed_aggregation,PPO,test_029_b44f60718c5a,,3.637978807091713e-12,Three learning seeds are averaged within physical path before comparison with the accepted path-level file.,,,,,,,,,,,,,
B_anchor_reproduction,,,,,,,,,,,,,,1e-06,,PASS,,,,5.2.2,raw_replications_to_path_seed_aggregation,PPO,test_030_038f4c53d11f,,6.678685382510707e-17,Three learning seeds are averaged within physical path before comparison with the accepted path-level file.,,,,,,,,,,,,,
B_anchor_reproduction,,,,,,,,,,,,,,1e-06,,PASS,,,,5.2.2,raw_replications_to_path_seed_aggregation,PPO,test_031_0a6ff70351b5,,3.637978807091713e-12,Three learning seeds are averaged within physical path before comparison with the accepted path-level file.,,,,,,,,,,,,,
B_anchor_reproduction,,,,,,,,,,,,,,1e-06,,PASS,,,,5.2.2,raw_replications_to_path_seed_aggregation,PPO,test_032_efdf826e6bc3,,3.637978807091713e-12,Three learning seeds are averaged within physical path before comparison with the accepted path-level file.,,,,,,,,,,,,,
B_anchor_reproduction,,,,,,,,,,,,,,1e-06,,PASS,,,,5.2.2,raw_replications_to_path_seed_aggregation,PPO,test_033_de0c441dba67,,1.8189894035458565e-12,Three learning seeds are averaged within physical path before comparison with the accepted path-level file.,,,,,,,,,,,,,
B_anchor_reproduction,,,,,,,,,,,,,,1e-06,,PASS,,,,5.2.2,raw_replications_to_path_seed_aggregation,PPO,test_034_a00d80b83640,,2.2737367544323206e-13,Three learning seeds are averaged within physical path before comparison with the accepted path-level file.,,,,,,,,,,,,,
B_anchor_reproduction,,,,,,,,,,,,,,1e-06,,PASS,,,,5.2.2,raw_replications_to_path_seed_aggregation,PPO,test_035_51fd398978b7,,4.547473508864641e-13,Three learning seeds are averaged within physical path before comparison with the accepted path-level file.,,,,,,,,,,,,,
B_anchor_reproduction,,,,,,,,,,,,,,1e-06,,PASS,,,,5.2.2,raw_replications_to_path_seed_aggregation,PPO,test_036_7eb6ac1ca077,,1.8189894035458565e-12,Three learning seeds are averaged within physical path before comparison with the accepted path-level file.,,,,,,,,,,,,,
B_anchor_reproduction,,,,,,,,,,,,,,1e-06,,PASS,,,,5.2.2,raw_replications_to_path_seed_aggregation,PPO,test_037_f096257ecaa4,,5.820766091346741e-11,Three learning seeds are averaged within physical path before comparison with the accepted path-level file.,,,,,,,,,,,,,
B_anchor_reproduction,,,,,,,,,,,,,,1e-06,,PASS,,,,5.2.2,raw_replications_to_path_seed_aggregation,PPO,test_038_b05abc6e01b3,,6.678685382510707e-17,Three learning seeds are averaged within physical path before comparison with the accepted path-level file.,,,,,,,,,,,,,
B_anchor_reproduction,,,,,,,,,,,,,,1e-06,,PASS,,,,5.2.2,raw_replications_to_path_seed_aggregation,PPO,test_039_9c0d1ebe6c19,,3.637978807091713e-12,Three learning seeds are averaged within physical path before comparison with the accepted path-level file.,,,,,,,,,,,,,
B_anchor_reproduction,,,,,,,,,,,,,,1e-06,,PASS,,,,5.2.2,raw_replications_to_path_seed_aggregation,PPO,test_040_11a8950c659e,,2.2737367544323206e-13,Three learning seeds are averaged within physical path before comparison with the accepted path-level file.,,,,,,,,,,,,,
B_anchor_reproduction,,,,,,,,,,,,,,1e-06,,PASS,,,,5.2.2,raw_replications_to_path_seed_aggregation,PPO,test_041_e58f21dcc209,,4.547473508864641e-13,Three learning seeds are averaged within physical path before comparison with the accepted path-level file.,,,,,,,,,,,,,
B_anchor_reproduction,,,,,,,,,,,,,,1e-06,,PASS,,,,5.2.2,raw_replications_to_path_seed_aggregation,PPO,test_042_a77d2ece213a,,9.094947017729282e-13,Three learning seeds are averaged within physical path before comparison with the accepted path-level file.,,,,,,,,,,,,,
B_anchor_reproduction,,,,,,,,,,,,,,1e-06,,PASS,,,,5.2.2,raw_replications_to_path_seed_aggregation,PPO,test_043_f1174106175c,,3.637978807091713e-12,Three learning seeds are averaged within physical path before comparison with the accepted path-level file.,,,,,,,,,,,,,
B_anchor_reproduction,,,,,,,,,,,,,,1e-06,,PASS,,,,5.2.2,raw_replications_to_path_seed_aggregation,PPO,test_044_ed401c94714a,,3.637978807091713e-12,Three learning seeds are averaged within physical path before comparison with the accepted path-level file.,,,,,,,,,,,,,
B_anchor_reproduction,,,,,,,,,,,,,,1e-06,,PASS,,,,5.2.2,raw_replications_to_path_seed_aggregation,PPO,test_045_af7d3f616c1d,,2.9103830456733704e-11,Three learning seeds are averaged within physical path before comparison with the accepted path-level file.,,,,,,,,,,,,,
B_anchor_reproduction,,,,,,,,,,,,,,1e-06,,PASS,,,,5.2.2,raw_replications_to_path_seed_aggregation,PPO,test_046_e35b743e6617,,1.8189894035458565e-12,Three learning seeds are averaged within physical path before comparison with the accepted path-level file.,,,,,,,,,,,,,
B_anchor_reproduction,,,,,,,,,,,,,,1e-06,,PASS,,,,5.2.2,raw_replications_to_path_seed_aggregation,PPO,test_047_20c1f89391c1,,2.9103830456733704e-11,Three learning seeds are averaged within physical path before comparison with the accepted path-level file.,,,,,,,,,,,,,
B_anchor_reproduction,,,,,,,,,,,,,,1e-06,,PASS,,,,5.2.2,raw_replications_to_path_seed_aggregation,PPO,test_048_eeaf6a6a0a15,,2.2737367544323206e-13,Three learning seeds are averaged within physical path before comparison with the accepted path-level file.,,,,,,,,,,,,,
B_anchor_reproduction,,,,,,,,,,,,,,1e-06,,PASS,,,,5.2.2,raw_replications_to_path_seed_aggregation,PPO,test_049_343da3774e7e,,3.637978807091713e-12,Three learning seeds are averaged within physical path before comparison with the accepted path-level file.,,,,,,,,,,,,,
B_anchor_reproduction,,,,,,,,,,,,,,1e-06,,PASS,,,,5.2.2,raw_replications_to_path_seed_aggregation,PPO,test_050_1c7612d8bc63,,2.2737367544323206e-13,Three learning seeds are averaged within physical path before comparison with the accepted path-level file.,,,,,,,,,,,,,
B_anchor_reproduction,,,,,,,,,,,,,,1e-06,,PASS,,,,5.2.2,raw_replications_to_path_seed_aggregation,PPO,test_051_5747c87e6d9a,,1.1368683772161603e-13,Three learning seeds are averaged within physical path before comparison with the accepted path-level file.,,,,,,,,,,,,,
B_anchor_reproduction,,,,,,,,,,,,,,1e-06,,PASS,,,,5.2.2,raw_replications_to_path_seed_aggregation,PPO,test_052_9760565f31de,,3.637978807091713e-12,Three learning seeds are averaged within physical path before comparison with the accepted path-level file.,,,,,,,,,,,,,
B_anchor_reproduction,,,,,,,,,,,,,,1e-06,,PASS,,,,5.2.2,raw_replications_to_path_seed_aggregation,PPO,test_053_4473e6f72168,,3.361026734705064e-17,Three learning seeds are averaged within physical path before comparison with the accepted path-level file.,,,,,,,,,,,,,
B_anchor_reproduction,,,,,,,,,,,,,,1e-06,,PASS,,,,5.2.2,raw_replications_to_path_seed_aggregation,PPO,test_054_c66f0b1dacc4,,9.094947017729282e-13,Three learning seeds are averaged within physical path before comparison with the accepted path-level file.,,,,,,,,,,,,,
B_anchor_reproduction,,,,,,,,,,,,,,1e-06,,PASS,,,,5.2.2,raw_replications_to_path_seed_aggregation,PPO,test_055_f90330578051,,2.2737367544323206e-13,Three learning seeds are averaged within physical path before comparison with the accepted path-level file.,,,,,,,,,,,,,
B_anchor_reproduction,,,,,,,,,,,,,,1e-06,,PASS,,,,5.2.2,raw_replications_to_path_seed_aggregation,PPO,test_056_b2c64046cef9,,3.637978807091713e-12,Three learning seeds are averaged within physical path before comparison with the accepted path-level file.,,,,,,,,,,,,,
B_anchor_reproduction,,,,,,,,,,,,,,1e-06,,PASS,,,,5.2.2,raw_replications_to_path_seed_aggregation,PPO,test_057_bf11b8e004e2,,2.2737367544323206e-13,Three learning seeds are averaged within physical path before comparison with the accepted path-level file.,,,,,,,,,,,,,
B_anchor_reproduction,,,,,,,,,,,,,,1e-06,,PASS,,,,5.2.2,raw_replications_to_path_seed_aggregation,PPO,test_058_fbcfbffca03e,,3.637978807091713e-12,Three learning seeds are averaged within physical path before comparison with the accepted path-level file.,,,,,,,,,,,,,
B_anchor_reproduction,,,,,,,,,,,,,,1e-06,,PASS,,,,5.2.2,raw_replications_to_path_seed_aggregation,PPO,test_059_d22925a9593f,,1.8189894035458565e-12,Three learning seeds are averaged within physical path before comparison with the accepted path-level file.,,,,,,,,,,,,,
B_anchor_reproduction,,,,,,,,,,,,,,1e-06,,PASS,,,,5.2.2,raw_replications_to_path_seed_aggregation,PPO,test_060_b3feb9e274c2,,4.547473508864641e-13,Three learning seeds are averaged within physical path before comparison with the accepted path-level file.,,,,,,,,,,,,,
B_anchor_reproduction,,,,,,,,,,,,,,1e-06,,PASS,,,,5.2.2,raw_replications_to_path_seed_aggregation,PPO,test_061_627abde70c26,,3.3393426912553537e-17,Three learning seeds are averaged within physical path before comparison with the accepted path-level file.,,,,,,,,,,,,,
B_anchor_reproduction,,,,,,,,,,,,,,1e-06,,PASS,,,,5.2.2,raw_replications_to_path_seed_aggregation,PPO,test_062_0c9ea14e9507,,6.657001339060997e-17,Three learning seeds are averaged within physical path before comparison with the accepted path-level file.,,,,,,,,,,,,,
